Week,Airports,Class,Passengers
1991-02-04,ADL-PER,First,136.0
1991-02-11,ADL-PER,First,158.0
1991-02-18,ADL-PER,First,139.0
1991-02-25,ADL-PER,First,116.0
1991-03-04,ADL-PER,First,122.0
1991-03-11,ADL-PER,First,151.0
1991-03-18,ADL-PER,First,79.0
1991-03-25,ADL-PER,First,73.0
1991-04-01,ADL-PER,First,126.0
1991-04-08,ADL-PER,First,129.0
1991-04-15,ADL-PER,First,69.0
1991-04-22,ADL-PER,First,115.0
1991-04-29,ADL-PER,First,101.0
1991-05-06,ADL-PER,First,100.0
1991-05-13,ADL-PER,First,106.0
1991-05-20,ADL-PER,First,97.0
1991-05-27,ADL-PER,First,65.0
1991-06-03,ADL-PER,First,109.0
1991-06-10,ADL-PER,First,104.0
1991-06-17,ADL-PER,First,96.0
1991-06-24,ADL-PER,First,58.0
1991-07-01,ADL-PER,First,71.0
1991-07-08,ADL-PER,First,79.0
1991-07-15,ADL-PER,First,76.0
1991-07-22,ADL-PER,First,70.0
1991-07-29,ADL-PER,First,86.0
1991-08-05,ADL-PER,First,91.0
1991-08-12,ADL-PER,First,63.0
1991-08-19,ADL-PER,First,79.0
1991-08-26,ADL-PER,First,110.0
1991-09-02,ADL-PER,First,70.0
1991-09-09,ADL-PER,First,75.0
1991-09-16,ADL-PER,First,91.0
1991-09-23,ADL-PER,First,74.0
1991-09-30,ADL-PER,First,76.0
1991-10-07,ADL-PER,First,80.0
1991-10-14,ADL-PER,First,117.0
1991-10-21,ADL-PER,First,73.0
1991-10-28,ADL-PER,First,99.0
1991-11-04,ADL-PER,First,93.0
1991-11-11,ADL-PER,First,61.0
1991-11-18,ADL-PER,First,107.0
1991-11-25,ADL-PER,First,65.0
1991-12-02,ADL-PER,First,84.0
1991-12-09,ADL-PER,First,101.0
1991-12-16,ADL-PER,First,38.0
1991-12-23,ADL-PER,First,43.0
1991-12-30,ADL-PER,First,58.0
1992-01-06,ADL-PER,First,75.0
1992-01-13,ADL-PER,First,87.0
1992-01-20,ADL-PER,First,61.0
1992-01-27,ADL-PER,First,149.0
1992-02-03,ADL-PER,First,228.0
1992-02-10,ADL-PER,First,142.0
1992-02-17,ADL-PER,First,175.0
1992-02-24,ADL-PER,First,163.0
1992-03-02,ADL-PER,First,192.0
1992-03-09,ADL-PER,First,181.0
1992-03-16,ADL-PER,First,321.0
1992-03-23,ADL-PER,First,236.0
1992-03-30,ADL-PER,First,252.0
1992-04-06,ADL-PER,First,203.0
1992-04-13,ADL-PER,First,195.0
1992-04-20,ADL-PER,First,226.0
1992-04-27,ADL-PER,First,218.0
1992-05-04,ADL-PER,First,212.0
1992-05-11,ADL-PER,First,231.0
1992-05-18,ADL-PER,First,207.0
1992-05-25,ADL-PER,First,160.0
1992-06-01,ADL-PER,First,134.0
1992-06-08,ADL-PER,First,155.0
1992-06-15,ADL-PER,First,174.0
1992-06-22,ADL-PER,First,153.0
1992-06-29,ADL-PER,First,151.0
1992-07-06,ADL-PER,First,134.0
1992-07-13,ADL-PER,First,131.0
1992-07-20,ADL-PER,First,142.0
1992-07-27,ADL-PER,First,153.0
1992-08-03,ADL-PER,First,110.0
1992-08-10,ADL-PER,First,160.0
1992-08-17,ADL-PER,First,158.0
1992-08-24,ADL-PER,First,170.0
1992-08-31,ADL-PER,First,146.0
1992-09-07,ADL-PER,First,144.0
1992-09-14,ADL-PER,First,113.0
1992-09-21,ADL-PER,First,154.0
1992-09-28,ADL-PER,First,139.0
1992-10-05,ADL-PER,First,126.0
1992-10-12,ADL-PER,First,145.0
1992-10-19,ADL-PER,First,127.0
1992-10-26,ADL-PER,First,117.0
1992-11-02,ADL-PER,First,180.0
1992-11-09,ADL-PER,First,146.0
1992-11-16,ADL-PER,First,116.0
1989-07-10,MEL-ADL,Business,423.0
1989-07-17,MEL-ADL,Business,573.0
1989-07-24,MEL-ADL,Business,603.0
1989-07-31,MEL-ADL,Business,621.0
1989-08-07,MEL-ADL,Business,514.0
1989-08-14,MEL-ADL,Business,298.0
1989-08-21,MEL-ADL,Business,0.0
1989-08-28,MEL-ADL,Business,0.0
1989-09-04,MEL-ADL,Business,0.0
1989-09-11,MEL-ADL,Business,0.0
1989-09-18,MEL-ADL,Business,0.0
1989-09-25,MEL-ADL,Business,0.0
1989-10-02,MEL-ADL,Business,0.0
1989-10-09,MEL-ADL,Business,78.0
1989-10-16,MEL-ADL,Business,31.0
1989-10-23,MEL-ADL,Business,99.0
1989-10-30,MEL-ADL,Business,109.0
1989-11-06,MEL-ADL,Business,75.0
1989-11-13,MEL-ADL,Business,75.0
1989-11-20,MEL-ADL,Business,56.0
1989-11-27,MEL-ADL,Business,53.0
1989-12-04,MEL-ADL,Business,76.0
1989-12-11,MEL-ADL,Business,65.0
1989-12-18,MEL-ADL,Business,27.0
1989-12-25,MEL-ADL,Business,71.0
1990-01-01,MEL-ADL,Business,93.0
1990-01-08,MEL-ADL,Business,202.0
1990-01-15,MEL-ADL,Business,290.0
1990-01-22,MEL-ADL,Business,244.0
1990-01-29,MEL-ADL,Business,344.0
1990-02-05,MEL-ADL,Business,347.0
1990-02-12,MEL-ADL,Business,446.0
1990-02-19,MEL-ADL,Business,429.0
1990-02-26,MEL-ADL,Business,473.0
1990-03-05,MEL-ADL,Business,471.0
1990-03-12,MEL-ADL,Business,559.0
1990-03-19,MEL-ADL,Business,568.0
1990-03-26,MEL-ADL,Business,624.0
1990-04-02,MEL-ADL,Business,457.0
1990-04-09,MEL-ADL,Business,385.0
1990-04-16,MEL-ADL,Business,506.0
1990-04-23,MEL-ADL,Business,651.0
1990-04-30,MEL-ADL,Business,464.0
1990-05-07,MEL-ADL,Business,513.0
1990-05-14,MEL-ADL,Business,518.0
1990-05-21,MEL-ADL,Business,432.0
1990-05-28,MEL-ADL,Business,487.0
1990-06-04,MEL-ADL,Business,413.0
1990-06-11,MEL-ADL,Business,450.0
1990-06-18,MEL-ADL,Business,444.0
1990-06-25,MEL-ADL,Business,425.0
1990-07-02,MEL-ADL,Business,416.0
1990-07-09,MEL-ADL,Business,429.0
1990-07-16,MEL-ADL,Business,464.0
1990-07-23,MEL-ADL,Business,414.0
1990-07-30,MEL-ADL,Business,433.0
1990-08-06,MEL-ADL,Business,399.0
1990-08-13,MEL-ADL,Business,425.0
1990-08-20,MEL-ADL,Business,421.0
1990-08-27,MEL-ADL,Business,439.0
1990-09-03,MEL-ADL,Business,426.0
1990-09-10,MEL-ADL,Business,519.0
1990-09-17,MEL-ADL,Business,261.0
1990-09-24,MEL-ADL,Business,494.0
1990-10-01,MEL-ADL,Business,414.0
1990-10-08,MEL-ADL,Business,414.0
1990-10-15,MEL-ADL,Business,557.0
1990-10-22,MEL-ADL,Business,535.0
1990-10-29,MEL-ADL,Business,575.0
1990-11-05,MEL-ADL,Business,401.0
1990-11-12,MEL-ADL,Business,543.0
1990-11-19,MEL-ADL,Business,410.0
1990-11-26,MEL-ADL,Business,453.0
1990-12-03,MEL-ADL,Business,393.0
1990-12-10,MEL-ADL,Business,241.0
1990-12-17,MEL-ADL,Business,53.0
1990-12-24,MEL-ADL,Business,152.0
1990-12-31,MEL-ADL,Business,175.0
1991-01-07,MEL-ADL,Business,259.0
1991-01-14,MEL-ADL,Business,282.0
1991-01-21,MEL-ADL,Business,239.0
1991-01-28,MEL-ADL,Business,418.0
1991-02-04,MEL-ADL,Business,481.0
1991-02-11,MEL-ADL,Business,465.0
1991-02-18,MEL-ADL,Business,416.0
1991-02-25,MEL-ADL,Business,517.0
1991-03-04,MEL-ADL,Business,473.0
1991-03-11,MEL-ADL,Business,494.0
1991-03-18,MEL-ADL,Business,379.0
1991-03-25,MEL-ADL,Business,380.0
1991-04-01,MEL-ADL,Business,560.0
1991-04-08,MEL-ADL,Business,531.0
1991-04-15,MEL-ADL,Business,445.0
1991-04-22,MEL-ADL,Business,514.0
1991-04-29,MEL-ADL,Business,499.0
1991-05-06,MEL-ADL,Business,500.0
1991-05-13,MEL-ADL,Business,580.0
1991-05-20,MEL-ADL,Business,486.0
1991-05-27,MEL-ADL,Business,523.0
1991-06-03,MEL-ADL,Business,417.0
1991-06-10,MEL-ADL,Business,461.0
1991-06-17,MEL-ADL,Business,408.0
1991-06-24,MEL-ADL,Business,406.0
1991-07-01,MEL-ADL,Business,375.0
1991-07-08,MEL-ADL,Business,359.0
1991-07-15,MEL-ADL,Business,411.0
1991-07-22,MEL-ADL,Business,376.0
1991-07-29,MEL-ADL,Business,400.0
1991-08-05,MEL-ADL,Business,394.0
1991-08-12,MEL-ADL,Business,421.0
1991-08-19,MEL-ADL,Business,378.0
1991-08-26,MEL-ADL,Business,437.0
1991-09-02,MEL-ADL,Business,433.0
1991-09-09,MEL-ADL,Business,390.0
1991-09-16,MEL-ADL,Business,404.0
1991-09-23,MEL-ADL,Business,461.0
1991-09-30,MEL-ADL,Business,432.0
1991-10-07,MEL-ADL,Business,373.0
1991-10-14,MEL-ADL,Business,438.0
1991-10-21,MEL-ADL,Business,542.0
1991-10-28,MEL-ADL,Business,531.0
1991-11-04,MEL-ADL,Business,409.0
1991-11-11,MEL-ADL,Business,526.0
1991-11-18,MEL-ADL,Business,462.0
1991-11-25,MEL-ADL,Business,461.0
1991-12-02,MEL-ADL,Business,401.0
1991-12-09,MEL-ADL,Business,341.0
1991-12-16,MEL-ADL,Business,76.0
1991-12-23,MEL-ADL,Business,115.0
1991-12-30,MEL-ADL,Business,185.0
1992-01-06,MEL-ADL,Business,315.0
1992-01-13,MEL-ADL,Business,321.0
1992-01-20,MEL-ADL,Business,305.0
1992-01-27,MEL-ADL,Business,365.0
1992-02-03,MEL-ADL,Business,325.0
1992-02-10,MEL-ADL,Business,336.0
1992-02-17,MEL-ADL,Business,370.0
1992-02-24,MEL-ADL,Business,492.0
1992-03-02,MEL-ADL,Business,454.0
1992-03-09,MEL-ADL,Business,479.0
1992-03-16,MEL-ADL,Business,2794.0
1992-03-23,MEL-ADL,Business,2725.0
1992-03-30,MEL-ADL,Business,2956.0
1992-04-06,MEL-ADL,Business,2469.0
1992-04-13,MEL-ADL,Business,1840.0
1992-04-20,MEL-ADL,Business,2744.0
1992-04-27,MEL-ADL,Business,2482.0
1992-05-04,MEL-ADL,Business,2468.0
1992-05-11,MEL-ADL,Business,2457.0
1992-05-18,MEL-ADL,Business,2155.0
1992-05-25,MEL-ADL,Business,2074.0
1992-06-01,MEL-ADL,Business,1789.0
1992-06-08,MEL-ADL,Business,1618.0
1992-06-15,MEL-ADL,Business,1185.0
1992-06-22,MEL-ADL,Business,879.0
1992-06-29,MEL-ADL,Business,868.0
1992-07-06,MEL-ADL,Business,751.0
1992-07-13,MEL-ADL,Business,764.0
1992-07-20,MEL-ADL,Business,707.0
1992-07-27,MEL-ADL,Business,753.0
1992-08-03,MEL-ADL,Business,761.0
1992-08-10,MEL-ADL,Business,863.0
1992-08-17,MEL-ADL,Business,817.0
1992-08-24,MEL-ADL,Business,691.0
1992-08-31,MEL-ADL,Business,738.0
1992-09-07,MEL-ADL,Business,701.0
1992-09-14,MEL-ADL,Business,737.0
1992-09-21,MEL-ADL,Business,784.0
1992-09-28,MEL-ADL,Business,653.0
1992-10-05,MEL-ADL,Business,736.0
1992-10-12,MEL-ADL,Business,793.0
1992-10-19,MEL-ADL,Business,729.0
1992-10-26,MEL-ADL,Business,895.0
1992-11-02,MEL-ADL,Business,1053.0
1992-11-09,MEL-ADL,Business,732.0
1992-11-16,MEL-ADL,Business,836.0
1987-06-22,MEL-ADL,Economy,6738.0
1987-06-29,MEL-ADL,Economy,7059.0
1987-07-06,MEL-ADL,Economy,6914.0
1987-07-13,MEL-ADL,Economy,6793.0
1987-07-20,MEL-ADL,Economy,6713.0
1987-07-27,MEL-ADL,Economy,6979.0
1987-08-03,MEL-ADL,Economy,6727.0
1987-08-10,MEL-ADL,Economy,6827.0
1987-08-17,MEL-ADL,Economy,7338.0
1987-08-24,MEL-ADL,Economy,6632.0
1987-08-31,MEL-ADL,Economy,6912.0
1987-09-07,MEL-ADL,Economy,7289.0
1987-09-14,MEL-ADL,Economy,8054.0
1987-09-21,MEL-ADL,Economy,8314.0
1987-09-28,MEL-ADL,Economy,7945.0
1987-10-05,MEL-ADL,Economy,7842.0
1987-10-12,MEL-ADL,Economy,7512.0
1987-10-19,MEL-ADL,Economy,7317.0
1987-10-26,MEL-ADL,Economy,6556.0
1987-11-02,MEL-ADL,Economy,8824.0
1987-11-09,MEL-ADL,Economy,9714.0
1987-11-16,MEL-ADL,Economy,7572.0
1987-11-23,MEL-ADL,Economy,7364.0
1987-11-30,MEL-ADL,Economy,7342.0
1987-12-07,MEL-ADL,Economy,6965.0
1987-12-14,MEL-ADL,Economy,6528.0
1987-12-21,MEL-ADL,Economy,5597.0
1987-12-28,MEL-ADL,Economy,6180.0
1988-01-04,MEL-ADL,Economy,7001.0
1988-01-11,MEL-ADL,Economy,6983.0
1988-01-18,MEL-ADL,Economy,6303.0
1988-01-25,MEL-ADL,Economy,6938.0
1988-02-01,MEL-ADL,Economy,7539.0
1988-02-08,MEL-ADL,Economy,7468.0
1988-02-15,MEL-ADL,Economy,8734.0
1988-02-22,MEL-ADL,Economy,8299.0
1988-02-29,MEL-ADL,Economy,7862.0
1988-03-07,MEL-ADL,Economy,7823.0
1988-03-14,MEL-ADL,Economy,7900.0
1988-03-21,MEL-ADL,Economy,7063.0
1988-03-28,MEL-ADL,Economy,6970.0
1988-04-04,MEL-ADL,Economy,7873.0
1988-04-11,MEL-ADL,Economy,7662.0
1988-04-18,MEL-ADL,Economy,7164.0
1988-04-25,MEL-ADL,Economy,6966.0
1988-05-02,MEL-ADL,Economy,6721.0
1988-05-09,MEL-ADL,Economy,7162.0
1988-05-16,MEL-ADL,Economy,7073.0
1988-05-23,MEL-ADL,Economy,6372.0
1988-05-30,MEL-ADL,Economy,6318.0
1988-06-06,MEL-ADL,Economy,7131.0
1988-06-13,MEL-ADL,Economy,6130.0
1988-06-20,MEL-ADL,Economy,7140.0
1988-06-27,MEL-ADL,Economy,7202.0
1988-07-04,MEL-ADL,Economy,7340.0
1988-07-11,MEL-ADL,Economy,7644.0
1988-07-18,MEL-ADL,Economy,6749.0
1988-07-25,MEL-ADL,Economy,7073.0
1988-08-01,MEL-ADL,Economy,7457.0
1988-08-08,MEL-ADL,Economy,7146.0
1988-08-15,MEL-ADL,Economy,7478.0
1988-08-22,MEL-ADL,Economy,7103.0
1988-08-29,MEL-ADL,Economy,7495.0
1988-09-05,MEL-ADL,Economy,7348.0
1988-09-12,MEL-ADL,Economy,8192.0
1988-09-19,MEL-ADL,Economy,8911.0
1988-09-26,MEL-ADL,Economy,6024.0
1988-10-03,MEL-ADL,Economy,7573.0
1988-10-10,MEL-ADL,Economy,6643.0
1988-10-17,MEL-ADL,Economy,7958.0
1988-10-24,MEL-ADL,Economy,6675.0
1988-10-31,MEL-ADL,Economy,8502.0
1988-11-07,MEL-ADL,Economy,10014.0
1988-11-14,MEL-ADL,Economy,7327.0
1988-11-21,MEL-ADL,Economy,6972.0
1988-11-28,MEL-ADL,Economy,7439.0
1988-12-05,MEL-ADL,Economy,7430.0
1988-12-12,MEL-ADL,Economy,6556.0
1988-12-19,MEL-ADL,Economy,5479.0
1988-12-26,MEL-ADL,Economy,6246.0
1989-01-02,MEL-ADL,Economy,6220.0
1989-01-09,MEL-ADL,Economy,6801.0
1989-01-16,MEL-ADL,Economy,6475.0
1989-01-23,MEL-ADL,Economy,6229.0
1989-01-30,MEL-ADL,Economy,7097.0
1989-02-06,MEL-ADL,Economy,7031.0
1989-02-13,MEL-ADL,Economy,6897.0
1989-02-20,MEL-ADL,Economy,7651.0
1989-02-27,MEL-ADL,Economy,7476.0
1989-03-06,MEL-ADL,Economy,7200.0
1989-03-13,MEL-ADL,Economy,7636.0
1989-03-20,MEL-ADL,Economy,6629.0
1989-03-27,MEL-ADL,Economy,7662.0
1989-04-03,MEL-ADL,Economy,7977.0
1989-04-10,MEL-ADL,Economy,7772.0
1989-04-17,MEL-ADL,Economy,6447.0
1989-04-24,MEL-ADL,Economy,6912.0
1989-05-01,MEL-ADL,Economy,6964.0
1989-05-08,MEL-ADL,Economy,6468.0
1989-05-15,MEL-ADL,Economy,6658.0
1989-05-22,MEL-ADL,Economy,5761.0
1989-05-29,MEL-ADL,Economy,6866.0
1989-06-05,MEL-ADL,Economy,6440.0
1989-06-12,MEL-ADL,Economy,6932.0
1989-06-19,MEL-ADL,Economy,8048.0
1989-06-26,MEL-ADL,Economy,8316.0
1989-07-03,MEL-ADL,Economy,7647.0
1989-07-10,MEL-ADL,Economy,6886.0
1989-07-17,MEL-ADL,Economy,6363.0
1989-07-24,MEL-ADL,Economy,6138.0
1989-07-31,MEL-ADL,Economy,6789.0
1989-08-07,MEL-ADL,Economy,5988.0
1989-08-14,MEL-ADL,Economy,2903.0
1989-08-21,MEL-ADL,Economy,0.0
1989-08-28,MEL-ADL,Economy,0.0
1989-09-04,MEL-ADL,Economy,0.0
1989-09-11,MEL-ADL,Economy,0.0
1989-09-18,MEL-ADL,Economy,0.0
1989-09-25,MEL-ADL,Economy,0.0
1989-10-02,MEL-ADL,Economy,0.0
1989-10-09,MEL-ADL,Economy,1911.0
1989-10-16,MEL-ADL,Economy,1805.0
1989-10-23,MEL-ADL,Economy,2518.0
1989-10-30,MEL-ADL,Economy,3507.0
1989-11-06,MEL-ADL,Economy,4023.0
1989-11-13,MEL-ADL,Economy,3714.0
1989-11-20,MEL-ADL,Economy,3613.0
1989-11-27,MEL-ADL,Economy,3691.0
1989-12-04,MEL-ADL,Economy,4328.0
1989-12-11,MEL-ADL,Economy,4989.0
1989-12-18,MEL-ADL,Economy,3665.0
1989-12-25,MEL-ADL,Economy,4153.0
1990-01-01,MEL-ADL,Economy,5263.0
1990-01-08,MEL-ADL,Economy,5965.0
1990-01-15,MEL-ADL,Economy,5887.0
1990-01-22,MEL-ADL,Economy,5485.0
1990-01-29,MEL-ADL,Economy,5225.0
1990-02-05,MEL-ADL,Economy,5644.0
1990-02-12,MEL-ADL,Economy,5836.0
1990-02-19,MEL-ADL,Economy,6087.0
1990-02-26,MEL-ADL,Economy,6025.0
1990-03-05,MEL-ADL,Economy,5538.0
1990-03-12,MEL-ADL,Economy,7181.0
1990-03-19,MEL-ADL,Economy,7331.0
1990-03-26,MEL-ADL,Economy,7416.0
1990-04-02,MEL-ADL,Economy,7325.0
1990-04-09,MEL-ADL,Economy,6810.0
1990-04-16,MEL-ADL,Economy,7282.0
1990-04-23,MEL-ADL,Economy,7541.0
1990-04-30,MEL-ADL,Economy,6660.0
1990-05-07,MEL-ADL,Economy,6771.0
1990-05-14,MEL-ADL,Economy,6225.0
1990-05-21,MEL-ADL,Economy,5948.0
1990-05-28,MEL-ADL,Economy,6983.0
1990-06-04,MEL-ADL,Economy,6022.0
1990-06-11,MEL-ADL,Economy,6034.0
1990-06-18,MEL-ADL,Economy,6927.0
1990-06-25,MEL-ADL,Economy,6898.0
1990-07-02,MEL-ADL,Economy,7606.0
1990-07-09,MEL-ADL,Economy,7481.0
1990-07-16,MEL-ADL,Economy,6857.0
1990-07-23,MEL-ADL,Economy,6621.0
1990-07-30,MEL-ADL,Economy,6757.0
1990-08-06,MEL-ADL,Economy,6509.0
1990-08-13,MEL-ADL,Economy,7056.0
1990-08-20,MEL-ADL,Economy,6797.0
1990-08-27,MEL-ADL,Economy,7108.0
1990-09-03,MEL-ADL,Economy,7531.0
1990-09-10,MEL-ADL,Economy,8273.0
1990-09-17,MEL-ADL,Economy,6090.0
1990-09-24,MEL-ADL,Economy,8705.0
1990-10-01,MEL-ADL,Economy,8458.0
1990-10-08,MEL-ADL,Economy,7290.0
1990-10-15,MEL-ADL,Economy,7680.0
1990-10-22,MEL-ADL,Economy,8204.0
1990-10-29,MEL-ADL,Economy,7546.0
1990-11-05,MEL-ADL,Economy,6653.0
1990-11-12,MEL-ADL,Economy,6558.0
1990-11-19,MEL-ADL,Economy,6702.0
1990-11-26,MEL-ADL,Economy,7456.0
1990-12-03,MEL-ADL,Economy,6979.0
1990-12-10,MEL-ADL,Economy,7222.0
1990-12-17,MEL-ADL,Economy,7094.0
1990-12-24,MEL-ADL,Economy,7819.0
1990-12-31,MEL-ADL,Economy,8402.0
1991-01-07,MEL-ADL,Economy,9073.0
1991-01-14,MEL-ADL,Economy,9377.0
1991-01-21,MEL-ADL,Economy,8317.0
1991-01-28,MEL-ADL,Economy,7229.0
1991-02-04,MEL-ADL,Economy,7655.0
1991-02-11,MEL-ADL,Economy,7941.0
1991-02-18,MEL-ADL,Economy,7483.0
1991-02-25,MEL-ADL,Economy,7104.0
1991-03-04,MEL-ADL,Economy,7182.0
1991-03-11,MEL-ADL,Economy,7342.0
1991-03-18,MEL-ADL,Economy,8060.0
1991-03-25,MEL-ADL,Economy,7427.0
1991-04-01,MEL-ADL,Economy,7751.0
1991-04-08,MEL-ADL,Economy,7732.0
1991-04-15,MEL-ADL,Economy,8749.0
1991-04-22,MEL-ADL,Economy,8294.0
1991-04-29,MEL-ADL,Economy,7826.0
1991-05-06,MEL-ADL,Economy,7729.0
1991-05-13,MEL-ADL,Economy,8534.0
1991-05-20,MEL-ADL,Economy,8347.0
1991-05-27,MEL-ADL,Economy,8986.0
1991-06-03,MEL-ADL,Economy,8151.0
1991-06-10,MEL-ADL,Economy,7518.0
1991-06-17,MEL-ADL,Economy,8527.0
1991-06-24,MEL-ADL,Economy,9346.0
1991-07-01,MEL-ADL,Economy,10726.0
1991-07-08,MEL-ADL,Economy,10757.0
1991-07-15,MEL-ADL,Economy,9101.0
1991-07-22,MEL-ADL,Economy,8462.0
1991-07-29,MEL-ADL,Economy,8210.0
1991-08-05,MEL-ADL,Economy,8750.0
1991-08-12,MEL-ADL,Economy,9051.0
1991-08-19,MEL-ADL,Economy,9973.0
1991-08-26,MEL-ADL,Economy,10002.0
1991-09-02,MEL-ADL,Economy,9765.0
1991-09-09,MEL-ADL,Economy,9898.0
1991-09-16,MEL-ADL,Economy,11277.0
1991-09-23,MEL-ADL,Economy,10966.0
1991-09-30,MEL-ADL,Economy,11054.0
1991-10-07,MEL-ADL,Economy,10111.0
1991-10-14,MEL-ADL,Economy,10265.0
1991-10-21,MEL-ADL,Economy,10410.0
1991-10-28,MEL-ADL,Economy,11810.0
1991-11-04,MEL-ADL,Economy,10875.0
1991-11-11,MEL-ADL,Economy,10629.0
1991-11-18,MEL-ADL,Economy,10476.0
1991-11-25,MEL-ADL,Economy,10060.0
1991-12-02,MEL-ADL,Economy,9588.0
1991-12-09,MEL-ADL,Economy,9687.0
1991-12-16,MEL-ADL,Economy,10498.0
1991-12-23,MEL-ADL,Economy,10349.0
1991-12-30,MEL-ADL,Economy,11086.0
1992-01-06,MEL-ADL,Economy,10256.0
1992-01-13,MEL-ADL,Economy,10078.0
1992-01-20,MEL-ADL,Economy,8832.0
1992-01-27,MEL-ADL,Economy,7402.0
1992-02-03,MEL-ADL,Economy,8831.0
1992-02-10,MEL-ADL,Economy,8400.0
1992-02-17,MEL-ADL,Economy,8307.0
1992-02-24,MEL-ADL,Economy,9616.0
1992-03-02,MEL-ADL,Economy,9859.0
1992-03-09,MEL-ADL,Economy,9073.0
1992-03-16,MEL-ADL,Economy,7037.0
1992-03-23,MEL-ADL,Economy,6595.0
1992-03-30,MEL-ADL,Economy,6618.0
1992-04-06,MEL-ADL,Economy,7342.0
1992-04-13,MEL-ADL,Economy,7448.0
1992-04-20,MEL-ADL,Economy,6326.0
1992-04-27,MEL-ADL,Economy,6431.0
1992-05-04,MEL-ADL,Economy,6626.0
1992-05-11,MEL-ADL,Economy,6901.0
1992-05-18,MEL-ADL,Economy,6631.0
1992-05-25,MEL-ADL,Economy,7163.0
1992-06-01,MEL-ADL,Economy,7033.0
1992-06-08,MEL-ADL,Economy,7293.0
1992-06-15,MEL-ADL,Economy,8067.0
1992-06-22,MEL-ADL,Economy,8860.0
1992-06-29,MEL-ADL,Economy,9328.0
1992-07-06,MEL-ADL,Economy,9555.0
1992-07-13,MEL-ADL,Economy,9382.0
1992-07-20,MEL-ADL,Economy,8810.0
1992-07-27,MEL-ADL,Economy,8704.0
1992-08-03,MEL-ADL,Economy,8843.0
1992-08-10,MEL-ADL,Economy,9150.0
1992-08-17,MEL-ADL,Economy,9842.0
1992-08-24,MEL-ADL,Economy,8653.0
1992-08-31,MEL-ADL,Economy,8815.0
1992-09-07,MEL-ADL,Economy,8895.0
1992-09-14,MEL-ADL,Economy,9931.0
1992-09-21,MEL-ADL,Economy,10470.0
1992-09-28,MEL-ADL,Economy,9276.0
1992-10-05,MEL-ADL,Economy,9472.0
1992-10-12,MEL-ADL,Economy,9260.0
1992-10-19,MEL-ADL,Economy,8968.0
1992-10-26,MEL-ADL,Economy,10421.0
1992-11-02,MEL-ADL,Economy,12067.0
1992-11-09,MEL-ADL,Economy,9178.0
1992-11-16,MEL-ADL,Economy,9052.0
1987-06-22,MEL-ADL,First,445.0
1987-06-29,MEL-ADL,First,382.0
1987-07-06,MEL-ADL,First,411.0
1987-07-13,MEL-ADL,First,457.0
1987-07-20,MEL-ADL,First,464.0
1987-07-27,MEL-ADL,First,505.0
1987-08-03,MEL-ADL,First,469.0
1987-08-10,MEL-ADL,First,471.0
1987-08-17,MEL-ADL,First,439.0
1987-08-24,MEL-ADL,First,446.0
1987-08-31,MEL-ADL,First,445.0
1987-09-07,MEL-ADL,First,417.0
1987-09-14,MEL-ADL,First,546.0
1987-09-21,MEL-ADL,First,531.0
1987-09-28,MEL-ADL,First,510.0
1987-10-05,MEL-ADL,First,511.0
1987-10-12,MEL-ADL,First,464.0
1987-10-19,MEL-ADL,First,562.0
1987-10-26,MEL-ADL,First,502.0
1987-11-02,MEL-ADL,First,736.0
1987-11-09,MEL-ADL,First,848.0
1987-11-16,MEL-ADL,First,601.0
1987-11-23,MEL-ADL,First,511.0
1987-11-30,MEL-ADL,First,570.0
1987-12-07,MEL-ADL,First,508.0
1987-12-14,MEL-ADL,First,255.0
1987-12-21,MEL-ADL,First,157.0
1987-12-28,MEL-ADL,First,203.0
1988-01-04,MEL-ADL,First,292.0
1988-01-11,MEL-ADL,First,346.0
1988-01-18,MEL-ADL,First,303.0
1988-01-25,MEL-ADL,First,483.0
1988-02-01,MEL-ADL,First,634.0
1988-02-08,MEL-ADL,First,529.0
1988-02-15,MEL-ADL,First,639.0
1988-02-22,MEL-ADL,First,602.0
1988-02-29,MEL-ADL,First,531.0
1988-03-07,MEL-ADL,First,523.0
1988-03-14,MEL-ADL,First,492.0
1988-03-21,MEL-ADL,First,322.0
1988-03-28,MEL-ADL,First,344.0
1988-04-04,MEL-ADL,First,520.0
1988-04-11,MEL-ADL,First,505.0
1988-04-18,MEL-ADL,First,468.0
1988-04-25,MEL-ADL,First,483.0
1988-05-02,MEL-ADL,First,565.0
1988-05-09,MEL-ADL,First,492.0
1988-05-16,MEL-ADL,First,526.0
1988-05-23,MEL-ADL,First,431.0
1988-05-30,MEL-ADL,First,450.0
1988-06-06,MEL-ADL,First,417.0
1988-06-13,MEL-ADL,First,378.0
1988-06-20,MEL-ADL,First,463.0
1988-06-27,MEL-ADL,First,403.0
1988-07-04,MEL-ADL,First,469.0
1988-07-11,MEL-ADL,First,480.0
1988-07-18,MEL-ADL,First,460.0
1988-07-25,MEL-ADL,First,365.0
1988-08-01,MEL-ADL,First,448.0
1988-08-08,MEL-ADL,First,446.0
1988-08-15,MEL-ADL,First,473.0
1988-08-22,MEL-ADL,First,449.0
1988-08-29,MEL-ADL,First,463.0
1988-09-05,MEL-ADL,First,413.0
1988-09-12,MEL-ADL,First,539.0
1988-09-19,MEL-ADL,First,438.0
1988-09-26,MEL-ADL,First,287.0
1988-10-03,MEL-ADL,First,341.0
